lat,lon,type
55.8807963109208,-3.0852041732376,cycle_route
55.8808012804637,-3.08512970987443,cycle_route
55.8809018673025,-3.08499981563534,cycle_route
55.881403231965,-3.08440464886365,cycle_route
55.8817848795739,-3.08405155142262,cycle_route
55.8820617611252,-3.08384391108323,cycle_route
55.8819503370968,-3.08329751881404,cycle_route
55.8818446692118,-3.08322893521694,cycle_route
55.8817102720587,-3.08318037627018,cycle_route
55.8810799988785,-3.08319480431147,cycle_route
55.8807963109208,-3.0852041732376,cycle_route
55.880928693969,-3.08539055380201,cycle_route
55.880991322777,-3.08556166679838,cycle_route
55.9115586843255,-3.45509642126049,cycle_route
55.9114271864676,-3.45499586503188,cycle_route
55.9112074409155,-3.45496665322131,cycle_route
55.9110236339706,-3.45497506003736,cycle_route
55.9108900652168,-3.45488245957214,cycle_route
55.9107943438001,-3.45484853805945,cycle_route
55.910655665976,-3.45482422190501,cycle_route
55.9105910580554,-3.45487125415918,cycle_route
55.910411370754,-3.45524507798075,cycle_route
55.9102679283582,-3.45544891236051,cycle_route
55.9100699290241,-3.45557090022934,cycle_route
55.9098920508959,-3.45560985757867,cycle_route
55.9095406899292,-3.45550528365657,cycle_route
55.9093677658317,-3.45549694389745,cycle_route
55.9090041063038,-3.45552895078713,cycle_route
55.9079441787051,-3.45588490791258,cycle_route
55.9073678711438,-3.45619040498683,cycle_route
55.9067519573413,-3.45659346108439,cycle_route
55.9063516522171,-3.45683707856754,cycle_route
55.9059955120459,-3.45731066852955,cycle_route
55.9058251222563,-3.45743035919812,cycle_route
55.9933844504863,-3.4226560588011,cycle_route
55.99329164043,-3.42213526627404,cycle_route
55.9931772691799,-3.42069510789196,cycle_route
55.9930553206893,-3.42017642676817,cycle_route
55.9933844504863,-3.4226560588011,cycle_route
55.9935330317857,-3.42301420411184,cycle_route
55.9935826634921,-3.42338469809349,cycle_route
55.993803260339,-3.42607032563431,cycle_route
55.9936921451519,-3.42791001345853,cycle_route
55.9934048899205,-3.43004722667112,cycle_route
55.9932401239715,-3.43285015086471,cycle_route
55.9932548397734,-3.43415022835839,cycle_route
55.9933449976515,-3.43483315138562,cycle_route
55.9937339452478,-3.43644785843235,cycle_route
55.9939051115045,-3.43896440329775,cycle_route
55.994230308231,-3.44112487264882,cycle_route
55.9428266907001,-3.05467311363982,cycle_route
55.9436808030941,-3.05279808892476,cycle_route
55.9930077083634,-3.33845367767667,cycle_route
55.9924273000285,-3.33687201750033,cycle_route
55.9919580836159,-3.33578871043666,cycle_route
55.9917241904117,-3.33536242849091,cycle_route
55.9907722400598,-3.33447467087004,cycle_route
55.9902268117872,-3.33402286270454,cycle_route
55.9894317856436,-3.33342646390224,cycle_route
55.9881275056512,-3.3325545692028,cycle_route
55.9876887328714,-3.33257421760275,cycle_route
55.9872643624648,-3.33282340257615,cycle_route
55.9871536446876,-3.33298584807449,cycle_route
55.9870600529275,-3.33329968647746,cycle_route
55.9870318263845,-3.33368357804456,cycle_route
55.9869761691241,-3.33386285536154,cycle_route
55.9859584972091,-3.33238897053471,cycle_route
55.9852035650044,-3.3309894772783,cycle_route
55.9842861517256,-3.32951191584877,cycle_route
55.9837325578816,-3.32841625486286,cycle_route
55.9834564086269,-3.32783285016987,cycle_route
55.983434499926,-3.32764021356108,cycle_route
55.9835134453957,-3.32580509729789,cycle_route
55.983407738353,-3.32515962567675,cycle_route
55.9832878205163,-3.32473262490776,cycle_route
55.9220693310799,-3.42029757411605,cycle_route
55.921987370671,-3.42054157640379,cycle_route
55.9424947884001,-3.20111881539907,cycle_route
55.9422556078783,-3.2016877545525,cycle_route
55.9421765919084,-3.2024217675948,cycle_route
55.9420771171653,-3.20341137156267,cycle_route
55.9582604003226,-3.24544007159688,cycle_route
55.9583037388675,-3.24531190004731,cycle_route
55.958319750076,-3.24516728304345,cycle_route
55.9583448663204,-3.24494054596684,cycle_route
55.9211943033506,-3.43612009320901,cycle_route
55.921403232171,-3.43643024696759,cycle_route
55.8541406055266,-3.14231127949374,cycle_route
55.854092289214,-3.14238797490249,cycle_route
55.8539986353715,-3.14256670762454,cycle_route
55.8539580289318,-3.14258362697217,cycle_route
55.9865500397726,-3.40033222064143,cycle_route
55.986491544868,-3.39994551237213,cycle_route
55.9864480299442,-3.39903016979978,cycle_route
55.9862679880917,-3.39905578706951,cycle_route
55.9861971565186,-3.39817157430267,cycle_route
55.9862630448579,-3.39707330371121,cycle_route
55.9862802203729,-3.39678647043922,cycle_route
55.9660098909544,-3.30809454489209,cycle_route
55.9659647390557,-3.30859034775788,cycle_route
55.9658974561122,-3.30900467283969,cycle_route
55.9657074799624,-3.30997545743466,cycle_route
55.9656675914777,-3.31119171072573,cycle_route
55.9654395321658,-3.31235338634743,cycle_route
55.9656328431794,-3.31360962327179,cycle_route
55.9656089813225,-3.3141534295546,cycle_route
55.9655499778139,-3.31463210249528,cycle_route
55.9654103236928,-3.31509192421162,cycle_route
55.9651208412659,-3.31527428261119,cycle_route
55.9650830373563,-3.3154493344507,cycle_route
55.9651257086545,-3.31565894819445,cycle_route
56.0317778761861,-3.35173981118715,cycle_route
56.0320027295298,-3.35253402778266,cycle_route
56.0317778761861,-3.35173981118715,cycle_route
56.0318396585057,-3.3516678767797,cycle_route
56.0318740536912,-3.35161958667221,cycle_route
56.0320223267933,-3.35153241348062,cycle_route
56.0321001150356,-3.35151595450866,cycle_route
56.0322217652041,-3.35153118297701,cycle_route
56.0322563277734,-3.35158981150472,cycle_route
56.0322725140767,-3.35165442417334,cycle_route
56.0324120133215,-3.35167915174008,cycle_route
55.9520508851196,-3.19652015156052,cycle_route
55.9519821043871,-3.19691560293319,cycle_route
55.9520508851196,-3.19652015156052,cycle_route
55.9527969821795,-3.19688963963167,cycle_route
55.9531537167278,-3.19707032460346,cycle_route
55.9535210021266,-3.19728407157873,cycle_route
56.0276614690204,-3.36719274986503,cycle_route
56.0277307910351,-3.36721147291441,cycle_route
56.0278063674703,-3.36641382864721,cycle_route
55.9172331931404,-3.27898274997845,cycle_route
55.9172794961151,-3.27940288872532,cycle_route
55.9174769721062,-3.28030662774244,cycle_route
55.9174721097086,-3.28098999229023,cycle_route
55.9174703855754,-3.28224298049898,cycle_route
55.9174685129487,-3.28329267240204,cycle_route
55.9174634380605,-3.28435613120816,cycle_route
55.9174247786771,-3.2845053901966,cycle_route
55.992735150941,-3.45946116739954,cycle_route
55.9927580219366,-3.45934332425535,cycle_route
55.9927898024247,-3.45917808996377,cycle_route
55.9928215428882,-3.45897809721913,cycle_route
55.9928531997723,-3.45875483634461,cycle_route
55.9928881435409,-3.45853474352021,cycle_route
55.9929165347059,-3.45832154109952,cycle_route
55.9929431997971,-3.45809477241738,cycle_route
55.9929632134363,-3.45787649062541,cycle_route
55.9929814993907,-3.45765153817596,cycle_route
55.9929898311001,-3.45743321693808,cycle_route
55.9929932092876,-3.45720821598395,cycle_route
55.9929881712585,-3.45698820497418,cycle_route
55.9929798080342,-3.45676819715176,cycle_route
55.9929648107222,-3.45652478892096,cycle_route
55.9929548281822,-3.4563581245712,cycle_route
55.9929515024889,-3.45619158247143,cycle_route
55.9929498181279,-3.45602984775092,cycle_route
55.9929548009941,-3.45586652006933,cycle_route
55.9929614888084,-3.45562657478076,cycle_route
55.9929747956075,-3.45538993887508,cycle_route
55.9929848686712,-3.4551531652227,cycle_route
55.9929948601783,-3.45492326472119,cycle_route
55.9930081379118,-3.45468821612456,cycle_route
55.9930231901289,-3.45444819664145,cycle_route
55.9930448021876,-3.45421490375152,cycle_route
55.9930582545349,-3.45406483185506,cycle_route
55.9930931673131,-3.4538465779861,cycle_route
55.993113196963,-3.45368658816765,cycle_route
55.9931097967268,-3.4534802501703,cycle_route
55.993122421535,-3.45338422443007,cycle_route
55.9428994190378,-3.17970300455823,cycle_route
55.9428341936067,-3.17964767273209,cycle_route
55.9428564917178,-3.17955212647461,cycle_route
55.9427933034717,-3.17949977246759,cycle_route
55.942822119895,-3.17938884602762,cycle_route
55.9428591412124,-3.17927485470231,cycle_route
55.942804054618,-3.17922948639017,cycle_route
55.9427533142698,-3.17919097484696,cycle_route
55.908505009876,-3.25859644289119,cycle_route
55.9080751838128,-3.25949102003337,cycle_route
55.9077537956476,-3.26012940367373,cycle_route
55.9076463067599,-3.26035448085816,cycle_route
55.9230860262389,-3.43975949531869,cycle_route
55.9231019575752,-3.43992660221463,cycle_route
55.9231252595825,-3.44008487999856,cycle_route
55.9231652426646,-3.44023823664318,cycle_route
55.923211937499,-3.44039317101255,cycle_route
55.9232652491279,-3.44054319984554,cycle_route
55.9233402334159,-3.44067647617988,cycle_route
55.9234252465417,-3.44079653993717,cycle_route
55.923513600526,-3.44089984445627,cycle_route
55.9236035399068,-3.44099819757785,cycle_route
55.9237019181348,-3.44110489839437,cycle_route
55.9237969089008,-3.44120158524801,cycle_route
55.9238902719186,-3.44132988200101,cycle_route
55.9239669233542,-3.441466520769,cycle_route
55.9240419114951,-3.44162158593246,cycle_route
55.9240985828982,-3.4417915397414,cycle_route
55.9241385416886,-3.44196983522376,cycle_route
55.9241569142111,-3.4421498430874,cycle_route
