lat,lon,type,name
55.900423,-3.126822,bus,
55.912465,-3.126708,bus,
55.92852,-3.15984,bus,
55.927641,-3.156773,bus,
55.925761,-3.15318,bus,
55.923234,-3.149584,bus,
55.921254,-3.145093,bus,
55.920812,-3.142312,bus,
55.920009,-3.138848,bus,
55.918321,-3.134814,bus,
55.914993,-3.128269,bus,
55.913711,-3.126008,bus,
55.932756,-3.140182,bus,
55.933013,-3.137645,bus,
55.932701,-3.134402,bus,
55.932284,-3.131925,bus,
55.931974,-3.129467,bus,
55.930084,-3.125891,bus,
55.929146,-3.124263,bus,
55.926101,-3.122206,bus,
55.925391,-3.119273,bus,
55.924662,-3.116387,bus,
55.925566,-3.119806,bus,
55.925644,-3.122993,bus,
55.927746,-3.124142,bus,
55.932843,-3.127811,bus,
55.933826,-3.12347,bus,
55.934214,-3.120328,bus,
55.934053,-3.118194,bus,
55.933918,-3.115261,bus,
55.945882,-3.134451,bus,
55.947108,-3.130148,bus,
55.947899,-3.125239,bus,
55.94832,-3.122385,bus,
55.943467,-3.131323,bus,
55.94139,-3.127532,bus,
55.939875,-3.126191,bus,
55.942704,-3.127298,bus,
55.939529,-3.123795,bus,
55.942977,-3.123047,bus,
55.947219,-3.12586,bus,
55.94509,-3.123828,bus,
55.943557,-3.122471,bus,
55.940572,-3.119727,bus,
55.94074,-3.116081,bus,
55.943388,-3.11936,bus,
55.934285,-3.114407,bus,
55.9358,-3.114867,bus,
55.938213,-3.115304,bus,
55.939256,-3.11519,bus,
55.94113,-3.115612,bus,
55.942712,-3.116538,bus,
55.938994,-3.112381,bus,
55.939516,-3.108282,bus,
55.939754,-3.105791,bus,
55.946851,-3.118899,bus,
55.949867,-3.119243,bus,
55.951417,-3.116805,bus,
55.95166,-3.10975,bus,
55.950812,-3.106218,bus,
55.950083,-3.103299,bus,
55.949329,-3.100187,bus,
55.94889,-3.095002,bus,
55.948725,-3.091298,bus,
55.948576,-3.086859,bus,
55.948719,-3.086911,bus,
55.94783,-3.082786,bus,
55.943937,-3.1143,bus,
55.944373,-3.109733,bus,
55.944299,-3.105969,bus,
55.944426,-3.100832,bus,
55.944862,-3.096265,bus,
55.945301,-3.09338,bus,
55.945813,-3.090448,bus,
55.946429,-3.086798,bus,
55.946769,-3.083878,bus,
55.946698,-3.081778,bus,
55.933719,-3.110501,bus,
55.933558,-3.107359,bus,
55.934566,-3.104218,bus,
55.933753,-3.099665,bus,
55.934499,-3.094644,bus,
55.935118,-3.090628,bus,
55.935827,-3.08775,bus,
55.937532,-3.08394,bus,
55.918221,-3.227617,bus,
55.91952,-3.238763,bus,
55.984984,-3.190045,bus,
55.982547,-3.193945,bus,
55.981902,-3.191841,bus,
55.922052,-3.138412,bus,
55.922312,-3.132626,bus,
55.922133,-3.132621,bus,
55.921953,-3.1326,bus,
55.922073,-3.130331,bus,
55.924758,-3.124664,bus,
55.937156,-3.084698,bus,
55.935847,-3.087526,bus,
55.934848,-3.091757,bus,
55.933679,-3.098959,bus,
55.933276,-3.101717,bus,
55.934259,-3.10437,bus,
55.933478,-3.108333,bus,
55.93356,-3.111153,bus,
55.946552,-3.082014,bus,
55.946608,-3.08477,bus,
55.946113,-3.087926,bus,
55.945498,-3.091464,bus,
55.944884,-3.094857,bus,
55.944415,-3.099103,bus,
55.944147,-3.105884,bus,
55.944153,-3.110271,bus,
55.943679,-3.114949,bus,
55.946989,-3.081306,bus,
55.948061,-3.084074,bus,
55.948477,-3.088905,bus,
55.948555,-3.091246,bus,
55.948751,-3.094422,bus,
55.949273,-3.100458,bus,
55.950035,-3.103586,bus,
55.950816,-3.106779,bus,
55.951578,-3.109907,bus,
55.952133,-3.112101,bus,
55.951666,-3.116124,bus,
55.948713,-3.11969,bus,
55.946514,-3.118489,bus,
55.944306,-3.117241,bus,
55.940565,-3.116573,bus,
55.940512,-3.119421,bus,
55.939292,-3.124141,bus,
55.938786,-3.104579,bus,
55.93871,-3.104993,bus,
55.939534,-3.106329,bus,
55.939309,-3.109396,bus,
55.938748,-3.11279,bus,
55.940757,-3.115137,bus,
55.939115,-3.11493,bus,
55.936206,-3.114702,bus,
55.934834,-3.114343,bus,
55.943059,-3.120871,bus,
55.945258,-3.124153,bus,
55.946852,-3.125673,bus,
55.942647,-3.125727,bus,
55.941067,-3.127474,bus,
55.94349,-3.13174,bus,
55.948976,-3.120402,bus,
55.947405,-3.127162,bus,
55.946617,-3.131767,bus,
55.933869,-3.116748,bus,
55.93401,-3.120034,bus,
55.933692,-3.123354,bus,
55.932915,-3.126757,bus,
55.927609,-3.124378,bus,
55.929037,-3.124452,bus,
55.93047,-3.126926,bus,
55.932116,-3.130576,bus,
55.932507,-3.134012,bus,
55.932665,-3.139315,bus,
55.914071,-3.126978,bus,
55.918431,-3.135537,bus,
55.915457,-3.129627,bus,
55.919856,-3.138843,bus,
55.918804,-3.13894,bus,
55.920893,-3.143322,bus,
55.921726,-3.147475,bus,
55.923887,-3.15082,bus,
55.926041,-3.153957,bus,
55.927227,-3.155928,bus,
55.928377,-3.16166,bus,
55.912422,-3.126499,bus,
55.908157,-3.129126,bus,
55.906996,-3.131268,bus,
55.900106,-3.114258,bus,
55.902972,-3.124241,bus,
55.899993,-3.127658,bus,
55.904299,-3.12847,bus,
55.905288,-3.132322,bus,
55.905356,-3.134643,bus,
55.903574,-3.13787,bus,
55.903617,-3.140111,bus,
55.904016,-3.143529,bus,
55.904228,-3.146831,bus,
55.906581,-3.134311,bus,
55.908553,-3.136832,bus,
55.909812,-3.139589,bus,
55.917318,-3.136353,bus,
55.916348,-3.137268,bus,
55.914343,-3.137402,bus,
55.91323,-3.140249,bus,
55.912194,-3.144362,bus,
55.9134,-3.147021,bus,
55.915074,-3.149711,bus,
55.917397,-3.153044,bus,
55.918684,-3.155658,bus,
55.919537,-3.15762,bus,
55.921123,-3.160931,bus,
55.923041,-3.164333,bus,
55.923966,-3.166265,bus,
55.894617,-3.135753,bus,
55.896214,-3.139014,bus,
55.898125,-3.142157,bus,
55.900145,-3.144359,bus,
55.904542,-3.149815,bus,
55.905719,-3.151689,bus,
55.907181,-3.153924,bus,
55.908922,-3.156088,bus,
55.910204,-3.157325,bus,
55.912139,-3.158903,bus,
55.903287,-3.150434,bus,
55.902559,-3.153307,bus,
55.901244,-3.158386,bus,
55.893888,-3.161909,bus,
55.897558,-3.161491,bus,
55.899624,-3.16248,bus,
55.901065,-3.164059,bus,
55.903498,-3.166163,bus,
55.905825,-3.165289,bus,
55.907345,-3.164119,bus,
55.908996,-3.163512,bus,
55.911647,-3.163384,bus,
55.914584,-3.161648,bus,
55.917851,-3.164914,bus,
55.913535,-3.164304,bus,
55.915304,-3.166325,bus,
55.918086,-3.167577,bus,
55.921007,-3.167489,bus,
55.923886,-3.167111,bus,
55.925946,-3.166901,bus,
55.94514,-3.136031,bus,
55.943656,-3.141047,bus,
55.942862,-3.143313,bus,
55.937152,-3.143833,bus,
55.933694,-3.141682,bus,
55.93236,-3.142155,bus,
55.931823,-3.145821,bus,
55.932114,-3.150264,bus,
55.932748,-3.157421,bus,
55.933448,-3.160388,bus,
55.933598,-3.162537,bus,
55.931045,-3.15697,bus,
55.929992,-3.159068,bus,
55.927748,-3.164522,bus,
55.93021,-3.162612,bus,
55.933577,-3.166634,bus,
55.935243,-3.169086,bus,
55.936319,-3.170335,bus,
55.93803,-3.172708,bus,
55.925704,-3.167758,bus,
55.924387,-3.174024,bus,
55.924098,-3.177952,bus,
55.924576,-3.179583,bus,
55.926008,-3.183899,bus,
55.92508,-3.172924,bus,
55.928153,-3.174778,bus,
55.929449,-3.176466,bus,
55.928431,-3.179588,bus,
55.927469,-3.182471,bus,
55.930484,-3.176369,bus,
55.932423,-3.177452,bus,
55.934466,-3.178955,bus,
55.928139,-3.168744,bus,
55.93081,-3.171369,bus,
55.933382,-3.173944,bus,
55.934583,-3.175197,bus,
55.935891,-3.176517,bus,
55.93784,-3.178529,bus,
55.93713,-3.178555,bus,
55.936417,-3.183544,bus,
55.936149,-3.185265,bus,
55.935483,-3.187214,bus,
55.933613,-3.185492,bus,
55.932563,-3.183491,bus,
55.935699,-3.188085,bus,
55.935241,-3.190872,bus,
55.934944,-3.192784,bus,
55.939228,-3.178107,bus,
55.940416,-3.180737,bus,
55.938091,-3.181386,bus,
55.943266,-3.183385,bus,
55.940119,-3.176101,bus,
55.941676,-3.178566,bus,
55.943139,-3.179731,bus,
55.944312,-3.181063,bus,
55.945641,-3.182993,bus,
55.945721,-3.184997,bus,
55.948936,-3.187097,bus,
55.949347,-3.187286,bus,
55.945807,-3.13581,bus,
55.947748,-3.137709,bus,
55.949597,-3.139909,bus,
55.9507,-3.141062,bus,
55.952912,-3.145803,bus,
55.95359,-3.147313,bus,
55.947975,-3.126682,bus,
55.949904,-3.128067,bus,
55.951482,-3.131348,bus,
55.952,-3.134614,bus,
55.94841,-3.137055,bus,
55.950768,-3.136692,bus,
55.952776,-3.138128,bus,
55.955034,-3.140741,bus,
55.953547,-3.115729,bus,
55.953423,-3.115502,bus,
55.955008,-3.11811,bus,
55.956307,-3.120534,bus,
55.957238,-3.125814,bus,
55.957032,-3.127698,bus,
55.956576,-3.131465,bus,
55.956284,-3.134852,bus,
55.957658,-3.125154,bus,
55.959785,-3.127346,bus,
55.960691,-3.131473,bus,
55.960275,-3.135593,bus,
55.956725,-3.138645,bus,
55.958573,-3.138026,bus,
55.960108,-3.137222,bus,
55.960064,-3.140056,bus,
55.960707,-3.142382,bus,
55.962236,-3.145102,bus,
55.962326,-3.14991,bus,
55.95968,-3.157104,bus,
55.9614,-3.158661,bus,
55.969116,-3.145385,bus,
55.969941,-3.146515,bus,
55.970448,-3.151962,bus,
55.970027,-3.15565,bus,
55.955608,-3.139973,bus,
55.955024,-3.144745,bus,
55.955024,-3.147676,bus,
55.955088,-3.152386,bus,
55.955579,-3.156549,bus,
55.956341,-3.161537,bus,
55.956712,-3.164063,bus,
55.961182,-3.152135,bus,
55.959351,-3.150975,bus,
55.95915,-3.155214,bus,
55.957979,-3.158335,bus,
55.957459,-3.160145,bus,
55.957224,-3.167922,bus,
55.962606,-3.153603,bus,
55.964142,-3.154626,bus,
55.966158,-3.15616,bus,
55.967899,-3.158295,bus,
55.963617,-3.155027,bus,
55.962755,-3.157869,bus,
55.96969,-3.160928,bus,
55.969253,-3.164327,bus,
55.963498,-3.161063,bus,
55.964882,-3.16293,bus,
55.966415,-3.164258,bus,
55.968496,-3.166499,bus,
55.971183,-3.161693,bus,
55.973046,-3.162294,bus,
55.974955,-3.162832,bus,
55.969278,-3.168414,bus,
55.970005,-3.17031,bus,
55.968002,-3.168359,bus,
55.966237,-3.169748,bus,
55.964073,-3.170483,bus,
55.961228,-3.171086,bus,
55.958671,-3.17165,bus,
55.95755,-3.173266,bus,
55.957642,-3.176872,bus,
55.957727,-3.180126,bus,
55.957772,-3.182995,bus,
55.955875,-3.172719,bus,
55.953359,-3.179305,bus,
55.953839,-3.183612,bus,
55.953645,-3.186953,bus,
55.95357,-3.187335,bus,
55.9571,-3.172467,bus,
55.955884,-3.171758,bus,
55.954134,-3.173435,bus,
55.952166,-3.176306,bus,
55.951415,-3.17963,bus,
55.950802,-3.182718,bus,
55.950341,-3.185811,bus,
55.971058,-3.172986,bus,
55.970007,-3.172041,bus,
55.969617,-3.172365,bus,
55.966048,-3.175397,bus,
55.975453,-3.167174,bus,
55.976758,-3.172677,bus,
55.977311,-3.175867,bus,
55.977872,-3.179234,bus,
55.975083,-3.171201,bus,
55.973873,-3.172734,bus,
55.971913,-3.172883,bus,
55.9722,-3.174783,bus,
55.973166,-3.17619,bus,
55.974672,-3.178431,bus,
55.972153,-3.175983,bus,
55.970938,-3.179023,bus,
55.970272,-3.181005,bus,
55.975092,-3.180607,bus,
55.974726,-3.183112,bus,
55.974343,-3.185568,bus,
55.976673,-3.17971,bus,
55.978969,-3.180164,bus,
55.980038,-3.17829,bus,
55.980386,-3.177643,bus,
55.978562,-3.182332,bus,
55.979909,-3.189841,bus,
55.980718,-3.194481,bus,
55.98053,-3.1972,bus,
55.965809,-3.180709,bus,
55.967568,-3.182813,bus,
55.968463,-3.184042,bus,
55.970022,-3.186461,bus,
55.972595,-3.18795,bus,
55.968706,-3.185011,bus,
55.967708,-3.186919,bus,
55.965916,-3.189171,bus,
55.964296,-3.192229,bus,
55.963739,-3.194038,bus,
55.963945,-3.177352,bus,
55.961774,-3.179849,bus,
55.962313,-3.182669,bus,
55.964285,-3.185949,bus,
55.958763,-3.183666,bus,
55.958563,-3.183852,bus,
55.955571,-3.186692,bus,
55.955301,-3.186747,bus,
55.957198,-3.188471,bus,
55.95972,-3.19156,bus,
55.960612,-3.193125,bus,
55.962074,-3.196246,bus,
55.974429,-3.189769,bus,
55.975655,-3.191217,bus,
55.977845,-3.193239,bus,
55.977809,-3.196042,bus,
55.979597,-3.197941,bus,
55.979904,-3.204216,bus,
55.980091,-3.20903,bus,
55.980362,-3.211619,bus,
55.980114,-3.215778,bus,
55.98021,-3.220653,bus,
55.973717,-3.189987,bus,
55.973206,-3.193545,bus,
55.972428,-3.198745,bus,
55.97162,-3.204151,bus,
55.971927,-3.204946,bus,
55.97314,-3.205833,bus,
55.974898,-3.207138,bus,
55.976306,-3.208335,bus,
55.971248,-3.206415,bus,
55.956452,-3.187551,bus,
55.952928,-3.190486,bus,
55.95288,-3.190805,bus,
55.955028,-3.194523,bus,
55.952326,-3.194199,bus,
55.952212,-3.194869,bus,
55.952097,-3.195634,bus,
55.941413,-3.183537,bus,
55.943963,-3.185584,bus,
55.945733,-3.185606,bus,
55.945962,-3.188896,bus,
55.94621,-3.191113,bus,
55.947206,-3.190327,bus,
55.948347,-3.192187,bus,
55.951278,-3.196681,bus,
55.956288,-3.198886,bus,
55.95442,-3.197868,bus,
55.952998,-3.197167,bus,
55.953014,-3.199233,bus,
55.951957,-3.199889,bus,
55.951127,-3.201081,bus,
55.95104,-3.201719,bus,
55.950945,-3.202244,bus,
55.950717,-3.203534,bus,
55.950556,-3.20441,bus,
55.945103,-3.192296,bus,
55.944807,-3.194929,bus,
55.944803,-3.198179,bus,
55.949536,-3.206716,bus,
55.949214,-3.206578,bus,
55.947692,-3.207828,bus,
55.947074,-3.205743,bus,
55.945157,-3.205139,bus,
55.942891,-3.203532,bus,
55.942631,-3.203412,bus,
55.941703,-3.204616,bus,
55.940701,-3.209692,bus,
55.939342,-3.212611,bus,
55.938121,-3.215263,bus,
55.936863,-3.218025,bus,
55.936029,-3.22056,bus,
55.93391,-3.223134,bus,
55.941365,-3.20334,bus,
55.939231,-3.204667,bus,
55.936403,-3.208149,bus,
55.934794,-3.21002,bus,
55.94314,-3.20189,bus,
55.938043,-3.191951,bus,
55.939317,-3.194952,bus,
55.937694,-3.194614,bus,
55.936789,-3.194394,bus,
55.935103,-3.194022,bus,
55.934489,-3.195283,bus,
55.933831,-3.199121,bus,
55.933233,-3.204241,bus,
55.932364,-3.205878,bus,
55.931677,-3.209875,bus,
55.928771,-3.209384,bus,
55.925546,-3.209284,bus,
55.934342,-3.193678,bus,
55.932446,-3.192787,bus,
55.928841,-3.188355,bus,
55.926846,-3.186534,bus,
55.926277,-3.186852,bus,
55.926049,-3.191823,bus,
55.926038,-3.195695,bus,
55.925297,-3.20081,bus,
55.924615,-3.204357,bus,
55.924597,-3.20807,bus,
55.924209,-3.210938,bus,
55.922914,-3.214659,bus,
55.922531,-3.217047,bus,
55.922203,-3.221213,bus,
55.920655,-3.221437,bus,
55.919153,-3.221534,bus,
55.916688,-3.223728,bus,
55.916667,-3.225759,bus,
55.916665,-3.228703,bus,
55.922412,-3.210962,bus,
55.920794,-3.211888,bus,
55.919109,-3.213275,bus,
55.917676,-3.216431,bus,
55.91504,-3.21678,bus,
55.913178,-3.217938,bus,
55.911742,-3.218613,bus,
55.910558,-3.220271,bus,
55.908906,-3.222779,bus,
55.907633,-3.226114,bus,
55.899971,-3.163834,bus,
55.899551,-3.170283,bus,
55.899659,-3.173053,bus,
55.898994,-3.190881,bus,
55.898871,-3.194268,bus,
55.899271,-3.197526,bus,
55.90048,-3.201562,bus,
55.917449,-3.21308,bus,
55.915334,-3.213366,bus,
55.912836,-3.213415,bus,
55.911178,-3.21202,bus,
55.909232,-3.209815,bus,
55.906462,-3.20821,bus,
55.903376,-3.205906,bus,
55.902308,-3.20485,bus,
55.899352,-3.20391,bus,
55.897586,-3.203536,bus,
55.901713,-3.205999,bus,
55.902097,-3.208938,bus,
55.902098,-3.213384,bus,
55.902115,-3.218119,bus,
55.902509,-3.220946,bus,
55.953913,-3.201087,bus,
55.955745,-3.202121,bus,
55.950597,-3.20936,bus,
55.950421,-3.20897,bus,
55.95156,-3.211952,bus,
55.959055,-3.195288,bus,
55.956919,-3.204223,bus,
55.957346,-3.207392,bus,
55.958166,-3.199889,bus,
55.959488,-3.200619,bus,
55.961191,-3.198317,bus,
55.960632,-3.20035,bus,
55.961267,-3.201555,bus,
55.96231,-3.200546,bus,
55.963339,-3.201043,bus,
55.965418,-3.203494,bus,
55.966921,-3.205015,bus,
55.968283,-3.206307,bus,
55.969601,-3.207581,bus,
55.970588,-3.20859,bus,
55.970924,-3.211933,bus,
55.97041,-3.216691,bus,
55.970201,-3.218736,bus,
55.969615,-3.224373,bus,
55.969286,-3.227647,bus,
55.96887,-3.231447,bus,
55.96854,-3.234817,bus,
55.971286,-3.214428,bus,
55.973266,-3.215018,bus,
55.975667,-3.215735,bus,
55.977539,-3.216306,bus,
55.97652,-3.220297,bus,
55.975781,-3.225081,bus,
55.97567,-3.227161,bus,
55.978605,-3.223904,bus,
55.978771,-3.227964,bus,
55.978559,-3.230361,bus,
55.975482,-3.232475,bus,
55.975248,-3.235256,bus,
55.980463,-3.22595,bus,
55.980626,-3.229385,bus,
55.976608,-3.230475,bus,
55.978435,-3.232873,bus,
55.977827,-3.236155,bus,
55.977246,-3.238476,bus,
55.960255,-3.203094,bus,
55.959957,-3.205087,bus,
55.958473,-3.207972,bus,
55.958924,-3.211462,bus,
55.959304,-3.215734,bus,
55.959255,-3.220746,bus,
55.95867,-3.22446,bus,
55.957394,-3.211734,bus,
55.956682,-3.214675,bus,
55.955741,-3.216199,bus,
55.954373,-3.2155,bus,
55.955125,-3.219511,bus,
55.957789,-3.225393,bus,
55.960032,-3.22846,bus,
55.961884,-3.231001,bus,
55.963158,-3.233925,bus,
55.963317,-3.232424,bus,
55.964976,-3.233615,bus,
55.966439,-3.234718,bus,
55.969455,-3.236769,bus,
55.970796,-3.237421,bus,
55.972836,-3.238287,bus,
55.975158,-3.238858,bus,
55.976725,-3.239405,bus,
55.976581,-3.242974,bus,
55.976455,-3.246608,bus,
55.976269,-3.249839,bus,
55.975311,-3.253077,bus,
55.968228,-3.238172,bus,
55.967834,-3.241588,bus,
55.967361,-3.246636,bus,
55.967312,-3.23723,bus,
55.966211,-3.237691,bus,
55.963378,-3.238818,bus,
55.961789,-3.241427,bus,
55.961075,-3.244447,bus,
55.960669,-3.248183,bus,
55.960536,-3.252407,bus,
55.960651,-3.25523,bus,
55.957791,-3.229638,bus,
55.957228,-3.232936,bus,
55.956471,-3.237637,bus,
55.954879,-3.224356,bus,
55.954664,-3.22877,bus,
55.954684,-3.23577,bus,
55.955244,-3.239023,bus,
55.956278,-3.243444,bus,
55.955638,-3.244561,bus,
55.953027,-3.244205,bus,
55.950737,-3.244083,bus,
55.950552,-3.247216,bus,
55.950355,-3.24982,bus,
55.948122,-3.247635,bus,
55.946562,-3.248129,bus,
55.946132,-3.250645,bus,
55.957175,-3.248919,bus,
55.958637,-3.25273,bus,
55.959382,-3.25458,bus,
55.960144,-3.256543,bus,
55.961338,-3.261932,bus,
55.96216,-3.264154,bus,
55.963202,-3.265021,bus,
55.964651,-3.26824,bus,
55.961242,-3.247512,bus,
55.962779,-3.248379,bus,
55.964985,-3.249635,bus,
55.967738,-3.249323,bus,
55.969503,-3.250678,bus,
55.971597,-3.25246,bus,
55.972341,-3.25351,bus,
55.971935,-3.258944,bus,
55.972113,-3.260937,bus,
55.973949,-3.253562,bus,
55.974128,-3.253648,bus,
55.974623,-3.255314,bus,
55.973932,-3.259602,bus,
55.973179,-3.263888,bus,
55.972658,-3.267332,bus,
55.972073,-3.270886,bus,
55.966605,-3.252924,bus,
55.966146,-3.255696,bus,
55.965757,-3.261179,bus,
55.966277,-3.265698,bus,
55.966919,-3.267946,bus,
55.968241,-3.269607,bus,
55.969408,-3.270543,bus,
55.9724,-3.27314,bus,
55.965599,-3.267822,bus,
55.965451,-3.270845,bus,
55.9654,-3.273167,bus,
55.966804,-3.276449,bus,
55.968434,-3.278714,bus,
55.970285,-3.281355,bus,
55.973516,-3.296252,bus,
55.975044,-3.298819,bus,
55.975328,-3.29995,bus,
55.973155,-3.304139,bus,
55.971587,-3.30625,bus,
55.968798,-3.307373,bus,
55.969785,-3.306718,bus,
55.966612,-3.30762,bus,
55.963079,-3.30694,bus,
55.961498,-3.306006,bus,
55.963707,-3.273528,bus,
55.961772,-3.265102,bus,
55.962061,-3.267643,bus,
55.962288,-3.270053,bus,
55.96259,-3.275606,bus,
55.961372,-3.282133,bus,
55.958604,-3.279559,bus,
55.961746,-3.28418,bus,
55.961061,-3.290389,bus,
55.960578,-3.294457,bus,
55.960277,-3.300006,bus,
55.960512,-3.303313,bus,
55.952655,-3.311233,bus,
55.960949,-3.308695,bus,
55.962568,-3.314436,bus,
55.965305,-3.318134,bus,
55.96809,-3.321529,bus,
55.971644,-3.329453,bus,
55.980059,-3.348061,bus,
55.98418,-3.363063,bus,
55.982304,-3.373399,bus,
55.986431,-3.376382,bus,
55.986737,-3.382003,bus,
55.987222,-3.387631,bus,
55.987481,-3.390911,bus,
55.987064,-3.396073,bus,
55.990686,-3.398368,bus,
55.989744,-3.406077,bus,
55.99012,-3.397562,bus,
55.98641,-3.396675,bus,
55.9846,-3.396225,bus,
55.977546,-3.396996,bus,
55.989096,-3.410911,bus,
55.988239,-3.41516,bus,
55.986665,-3.41919,bus,
55.984806,-3.412822,bus,
55.984229,-3.409868,bus,
55.982751,-3.394395,bus,
55.982109,-3.390862,bus,
55.982499,-3.38735,bus,
55.982785,-3.385068,bus,
55.947483,-3.195123,bus,
55.946434,-3.198582,bus,
55.94583,-3.201557,bus,
55.945041,-3.204143,bus,
55.943376,-3.208158,bus,
55.94255,-3.211735,bus,
55.943374,-3.214755,bus,
55.941197,-3.215871,bus,
55.941239,-3.218867,bus,
55.940115,-3.218975,bus,
55.945667,-3.208133,bus,
55.946065,-3.212421,bus,
55.949675,-3.209043,bus,
55.949354,-3.209721,bus,
55.949151,-3.210196,bus,
55.947818,-3.21326,bus,
55.945838,-3.220004,bus,
55.945825,-3.219459,bus,
55.945871,-3.224809,bus,
55.94572,-3.228198,bus,
55.945592,-3.230212,bus,
55.945873,-3.236258,bus,
55.945162,-3.245346,bus,
55.944512,-3.250897,bus,
55.941533,-3.251457,bus,
55.939738,-3.251239,bus,
55.944606,-3.252277,bus,
55.943305,-3.2592,bus,
55.942388,-3.264518,bus,
55.942093,-3.267775,bus,
55.941664,-3.271091,bus,
55.941859,-3.274796,bus,
55.942213,-3.277914,bus,
55.942667,-3.281787,bus,
55.943019,-3.28681,bus,
55.942847,-3.29124,bus,
55.944938,-3.294064,bus,
55.947215,-3.29454,bus,
55.94871,-3.295086,bus,
55.9514,-3.296521,bus,
55.953197,-3.297382,bus,
55.953961,-3.296463,bus,
55.954762,-3.292982,bus,
55.95553,-3.288315,bus,
55.955814,-3.286034,bus,
55.956297,-3.28283,bus,
55.956683,-3.280216,bus,
55.954502,-3.278302,bus,
55.948679,-3.279152,bus,
55.942234,-3.295751,bus,
55.941731,-3.299112,bus,
55.941362,-3.302558,bus,
55.940952,-3.30738,bus,
55.940683,-3.311501,bus,
55.941809,-3.312948,bus,
55.947985,-3.314406,bus,
55.949545,-3.312169,bus,
55.949814,-3.308847,bus,
55.951734,-3.307439,bus,
55.954093,-3.306942,bus,
55.923022,-3.37855,bus,
55.921458,-3.380159,bus,
55.921477,-3.380928,bus,
55.920607,-3.384802,bus,
55.920481,-3.388734,bus,
55.921967,-3.389267,bus,
55.921196,-3.390696,bus,
55.938736,-3.32554,bus,
55.936558,-3.338337,bus,
55.935421,-3.332086,bus,
55.936641,-3.352107,bus,
55.943568,-3.361123,bus,
55.93904,-3.356241,bus,
55.948145,-3.364102,bus,
55.948184,-3.362246,bus,
55.948062,-3.361857,bus,
55.947854,-3.361161,bus,
55.936758,-3.35781,bus,
55.937626,-3.36711,bus,
55.9381,-3.373723,bus,
55.938675,-3.389785,bus,
55.937814,-3.391243,bus,
55.936893,-3.391578,bus,
55.938842,-3.397988,bus,
55.935719,-3.396899,bus,
55.933562,-3.389746,bus,
55.928883,-3.385545,bus,
55.937821,-3.408021,bus,
55.939761,-3.408092,bus,
55.940084,-3.406502,bus,
55.946081,-3.413333,bus,
55.95273,-3.404671,bus,
55.954078,-3.402349,bus,
55.955301,-3.401432,bus,
55.956098,-3.403287,bus,
55.956481,-3.40596,bus,
55.956519,-3.412849,bus,
55.959707,-3.412965,bus,
55.959969,-3.407368,bus,
55.961027,-3.40361,bus,
55.945534,-3.217096,bus,
55.942553,-3.22139,bus,
55.941414,-3.223035,bus,
55.939618,-3.225588,bus,
55.939113,-3.225764,bus,
55.938646,-3.223972,bus,
55.938739,-3.226296,bus,
55.93675,-3.227546,bus,
55.935087,-3.231272,bus,
55.925217,-3.210762,bus,
55.925432,-3.213537,bus,
55.924677,-3.217242,bus,
55.92449,-3.221573,bus,
55.925946,-3.224244,bus,
55.92852,-3.223909,bus,
55.933437,-3.211834,bus,
55.931507,-3.217136,bus,
55.930583,-3.220677,bus,
55.929593,-3.224391,bus,
55.930459,-3.224994,bus,
55.932562,-3.228518,bus,
55.930782,-3.225917,bus,
55.92865,-3.227994,bus,
55.927922,-3.229828,bus,
55.925754,-3.233632,bus,
55.922935,-3.236967,bus,
55.921302,-3.238564,bus,
55.93358,-3.234537,bus,
55.930701,-3.238463,bus,
55.929391,-3.240118,bus,
55.926941,-3.243401,bus,
55.929049,-3.249086,bus,
55.930289,-3.251751,bus,
55.925005,-3.245579,bus,
55.923461,-3.24721,bus,
55.921909,-3.243336,bus,
55.919148,-3.240895,bus,
55.917506,-3.241627,bus,
55.91556,-3.240316,bus,
55.912276,-3.238068,bus,
55.910048,-3.234429,bus,
55.908609,-3.2292,bus,
55.906497,-3.225662,bus,
55.905204,-3.223766,bus,
55.904334,-3.222699,bus,
55.901235,-3.221642,bus,
55.901013,-3.225937,bus,
55.901182,-3.222488,bus,
55.903914,-3.223374,bus,
55.903884,-3.226316,bus,
55.903859,-3.230666,bus,
55.904481,-3.236684,bus,
55.905745,-3.243298,bus,
55.913239,-3.244114,bus,
55.911314,-3.247924,bus,
55.908826,-3.251363,bus,
55.90793,-3.253798,bus,
55.901798,-3.253216,bus,
55.903532,-3.252393,bus,
55.908068,-3.250779,bus,
55.906475,-3.247449,bus,
55.905303,-3.249634,bus,
55.906465,-3.252887,bus,
55.907566,-3.25417,bus,
55.906602,-3.25801,bus,
55.901328,-3.258847,bus,
55.904219,-3.261708,bus,
55.903443,-3.26549,bus,
55.902993,-3.26813,bus,
55.901214,-3.268168,bus,
55.899807,-3.270409,bus,
55.907242,-3.258671,bus,
55.907089,-3.267432,bus,
55.934625,-3.234314,bus,
55.936353,-3.236707,bus,
55.93878,-3.228491,bus,
55.937837,-3.232111,bus,
55.937254,-3.234718,bus,
55.936318,-3.240195,bus,
55.933983,-3.244491,bus,
55.936835,-3.239764,bus,
55.939032,-3.241003,bus,
55.940374,-3.238964,bus,
55.937423,-3.24292,bus,
55.935952,-3.245258,bus,
55.934762,-3.246581,bus,
55.932958,-3.246379,bus,
